id,date,asked_by,pipeline,context,question,answer_summary,verification_status,resources,run_id,memory_id,frontier_id,question_type,difficulty_features,supporting_doc_ids,supporting_chunk_ids,review_status,review_notes
kimi_run_000155_q03,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000155,"Section 27 of the SEBI Act makes directors or officers who are in charge of a company vicariously liable for its offence. Using the three 2024 Chennai judgments—SEBI v. Bon Plantations, SEBI v. P.G. Fortune Agritech and SEBI v. Brammaputhra Plantations—explain why Section 27 liability attached to the managing director in one case but failed against the personal accused in the other two.","SECTION 27 LIABILITY ATTACHED in Brammaputhra Plantations because the prosecution produced voluminous documentary evidence showing that Accused 2 Jose Mathew consistently represented the accused company, signed letters addressed to SEBI and executed lease agreements as its Managing Director. He also admitted in his own deposition that the company had collected Rs.0.27 crore and refunded only Rs.2,62,000. The court held he was in charge of and responsible for the conduct of the company, and therefore vicariously liable under Section 27. SECTION 27 LIABILITY FAILED in Bon Plantations because, although the complaint stated that Accused 2-5 were directors, the prosecution adduced no acceptable evidence that they were directors or officers in charge when the CIS Regulations came into force, and none of the documents were signed by Accused 3-5. SECTION 27 LIABILITY ALSO FAILED in P.G. Fortune Agritech, but for a different reason: the company had wound up its schemes and produced auditor-supported correspondence showing that it had repaid investors, leaving only one unproved discrepancy. The court held the delay in repayment was condonable and the prosecution had not proved the case beyond reasonable doubt, so the directors could not be held liable either.",KIMI_REVIEW_ACCEPTED,"[""clf-fgnm167xozcln0oijr0hl0ri"", ""clf-fsldhsf40x9h51enmoxgulfl"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u""]",kimi_run_000155,memory_0170,frontier_0170,applied_compliance_scenario,"[""entity_disambiguation"", ""fake_negative_or_absence"", ""parallel_case_comparison"", ""statutory_basis_delta""]","[""clf-fgnm167xozcln0oijr0hl0ri"", ""clf-fsldhsf40x9h51enmoxgulfl"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u""]","[""clf-fgnm167xozcln0oijr0hl0ri#146"", ""clf-fsldhsf40x9h51enmoxgulfl#130"", ""clf-fsldhsf40x9h51enmoxgulfl#131"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u#26"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u#132"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u#133"", ""clf-q1nyf1jn1c4rsnuis6cqjx0u#134""]",accepted,"Supported by the reasoning paragraphs on Section 27 vicarious liability in each judgment. Teaches a different memory target than q01 (legal test for director liability), so both can stand."
kimi_run_000160_q01,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000160,"On April 10, 2026, SEBI's Appellate Authority disposed of three separate first appeals under the RTI Act filed by Ajay Kumar, Manoj and Kamal Kumar, all complaining that the CPIO reply would not open in the RTI MIS portal. Two appeals were received on March 18, 2026; the third was received on March 19. Which appellant filed the appeal dated March 19, and at what point did the Authority still consider all three appeals infructuous?","Ajay Kumar filed the appeal dated March 19, 2026 (Registration No. SEBIH/A/E/26/00111) in Appeal No. 6805 of 2026. Manoj and Kamal Kumar both filed their appeals on March 18, 2026. The Authority considered all three appeals infructuous because the CPIO reply had already been uploaded to the RTI MIS portal (March 17 for Ajay Kumar and March 18 for Manoj and Kamal Kumar), and the portal-access problem was traced to a technical issue on March 17-18, 2026, not to a missing reply; after confirming the reply was currently viewable, it enclosed a copy of the reply with each order.",KIMI_REVIEW_ACCEPTED,"[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]",kimi_run_000160,memory_0175,frontier_0175,operational_timeline_or_remedy,"[""procedural_timeline"", ""deadline_or_effective_date_trap"", ""fake_negative_or_absence""]","[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]","[""clf-lr1ry5yivr38alcdrc7sy98a#0"", ""clf-uhww9pt2ilq4ognd4bz1vdse#0"", ""clf-b9mjdqwifa036xdygv14lmdr#0""]",accepted,Supported by cited chunks; requires all three orders to map appellants to appeal dates. Distinct procedural-timeline target.
kimi_run_000160_q02,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000160,"Three RTI first appeals decided by SEBI on April 10, 2026—by Ajay Kumar, Manoj and Kamal Kumar—shared a complaint that the CPIO reply was not opening in the RTI MIS portal. Two of the replies were recorded as uploaded on March 18, 2026, and one on March 17. Which appellant's reply was uploaded on March 17, and what uniform remedial step did the Appellate Authority take after confirming the technical issue?","Ajay Kumar's reply was uploaded on March 17, 2026, as reflected in Appeal No. 6805 of 2026. Manoj's and Kamal Kumar's replies were recorded as uploaded on March 18, 2026. The Authority attributed the access failure to technical snags in the RTI MIS portal on March 17-18, 2026. In all three appeals it disposed of the appeals as infructuous and, as a uniform step, enclosed a copy of the CPIO reply with each order while noting that the reply was currently viewable.",KIMI_REVIEW_ACCEPTED,"[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]",kimi_run_000160,memory_0175,frontier_0175,entity_cross_reference,"[""presence_absence_trigger"", ""parallel_case_comparison"", ""procedural_posture""]","[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]","[""clf-lr1ry5yivr38alcdrc7sy98a#0"", ""clf-uhww9pt2ilq4ognd4bz1vdse#0"", ""clf-b9mjdqwifa036xdygv14lmdr#0""]",accepted,Supported by cited chunks; requires all three orders to identify the March 17 upload outlier (Ajay Kumar). Distinct cross-reference target.
kimi_run_000160_q03,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000160,"In the RTI appeals by Ajay Kumar, Manoj and Kamal Kumar disposed of on April 10, 2026, the Authority accepted that the CPIO had replied within the time stipulated under the RTI Act, even though the original applications were filed on February 19, March 10 and March 11, 2026 respectively. How did the Authority reconcile these different application-to-reply durations, and what single technical circumstance displaced the need for a delay-based ruling?","The Authority reconciled the varying durations by simply holding, in each of the three orders, that the CPIO reply dated March 17, 2026 was furnished within the RTI Act's stipulated time; it did not analyse the interval from application to reply. It displaced any delay ruling because the real dispute was a common allegation that the portal reply would not open, caused by technical problems in the RTI MIS portal on March 17-18, 2026. Finding the replies currently viewable, and enclosing a copy with each order, it treated the appeals as infructuous.",KIMI_REVIEW_ACCEPTED,"[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]",kimi_run_000160,memory_0175,frontier_0175,applied_compliance_scenario,"[""threshold_or_exception_trap"", ""common_obstacle_cross_document"", ""procedural_posture""]","[""clf-lr1ry5yivr38alcdrc7sy98a"", ""clf-uhww9pt2ilq4ognd4bz1vdse"", ""clf-b9mjdqwifa036xdygv14lmdr""]","[""clf-lr1ry5yivr38alcdrc7sy98a#0"", ""clf-uhww9pt2ilq4ognd4bz1vdse#0"", ""clf-b9mjdqwifa036xdygv14lmdr#0""]",accepted,Supported by cited chunks; compares varying application-to-reply durations and the uniform technical-issue reasoning displacing delay analysis. Distinct applied-compliance target.
kimi_run_000161_q01,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000161,"The Bombay High Court dismissed two public-interest litigations against SEBI: one by Varun Dev Jha about the delisting of a corporate debtor's shares, and another by Chandrakant C. Shah about AMFI's mutual-fund advertising campaigns. What was the principal prayer in each PIL, and what separation-of-function concern led the court to refuse both?","In Varun Dev Jha (PIL/5/2026, earlier WP No. 3610/2021), the principal prayer was to declare Regulation 3(2)(b) including the first proviso of the SEBI (Delisting of Equity Shares) Regulations, 2021 ultra vires the Securities Contracts (Regulation) Act, 1956 and the SEBI Act. In Chandrakant C. Shah (PIL No. 84 of 2024), the petitioner sought a writ directing SEBI to revoke the liberty granted to AMFI to carry out investor-education/awareness programmes, and to restrain AMFI's 'Mutual Funds Sahi Hai', 'Mutual Funds Mein SIP Sahi Hai' and 'Be Patient and Stay Invested' campaigns. The Varun order held that a court exercising Article 226 jurisdiction cannot look to the wisdom of the legislature while framing financial or economic guidelines, nor direct the legislature/regulator to formulate policy or law. The Shah order held that no statutory breach affecting the public at large had been shown and that a PIL is meant for those unable to approach the court themselves. Both dismissals turned on the court refusing to substitute its judgment for SEBI's regulatory/policy domain.",KIMI_REVIEW_ACCEPTED,"[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]",kimi_run_000161,memory_0176,frontier_0176,document_diff_or_lineage,"[""specific_axis_comparison"", ""statutory_basis_delta"", ""policy_rationale""]","[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]","[""clf-vqmbn29i8gjsiffrhxkojesw#1"", ""clf-vqmbn29i8gjsiffrhxkojesw#2"", ""clf-vqmbn29i8gjsiffrhxkojesw#4"", ""clf-ocu2grutg9debkskbmeoymtc#1"", ""clf-ocu2grutg9debkskbmeoymtc#2"", ""clf-ocu2grutg9debkskbmeoymtc#6"", ""clf-ocu2grutg9debkskbmeoymtc#13""]",accepted,Supported by cited chunks; both PIL prayers and policy-deference reasoning confirmed. Distinct prayer/separation-of-function comparison target.
kimi_run_000161_q02,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000161,"A prospective litigant plans to approach the Bombay High Court against SEBI's policy on delisting or on mutual-fund advertisements and claims to represent the public. Drawing on the dismissals in Varun Dev Jha and Chandrakant C. Shah, what credential or disclosure defect made the court question each petitioner's standing, and how did the two defects differ?","In Varun Dev Jha the court noted that the petitioners had not disclosed the extensive litigation background involving Yes Bank, DHFL and other entities, the CBI and Enforcement Directorate criminal cases and ECIRs, and the multiple proceedings taken by the parties. This non-disclosure of material facts was treated as fatal to the PIL. In Chandrakant C. Shah the court focused on the petitioner's personal credentials: he was a qualified chartered accountant, unemployed, with an annual income of about ₹3.5 lakhs, and he admitted he did not transact in mutual funds. Because he could not show he was impacted by the advertisements or that he possessed practical knowledge of their effect, the court held he lacked bona fide sufficient interest in the subject matter (following Ashok Kumar Pandey v. State of W.B.). The former defect was suppression of case history; the latter was absence of personal stake or genuine representative capacity.",KIMI_REVIEW_ACCEPTED,"[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]",kimi_run_000161,memory_0176,frontier_0176,applied_compliance_scenario,"[""entity_disambiguation"", ""threshold_or_exception_trap"", ""fake_negative_or_absence""]","[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]","[""clf-vqmbn29i8gjsiffrhxkojesw#2"", ""clf-vqmbn29i8gjsiffrhxkojesw#3"", ""clf-vqmbn29i8gjsiffrhxkojesw#4"", ""clf-ocu2grutg9debkskbmeoymtc#4"", ""clf-ocu2grutg9debkskbmeoymtc#5"", ""clf-ocu2grutg9debkskbmeoymtc#6"", ""clf-ocu2grutg9debkskbmeoymtc#12""]",accepted,Supported by cited chunks; Varun non-disclosure of litigation/criminal history vs Shah credential/locus defects verified. Distinct standing/disclosure comparison target.
kimi_run_000161_q03,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000161,"Before each PIL was ultimately dismissed, both matters went through earlier procedural stages. Trace the procedural history of Varun Dev Jha's case from its original case number to PIL/5/2026, and of Chandrakant C. Shah's case including the earlier PIL and Special Leave Petition. How did the later court use that earlier history in each case?","Varun Dev Jha began as Writ Petition No. 3610 of 2021. On 12 June 2024 a coordinate Bench of the Bombay High Court observed that the prayer and averments appeared to be a PIL and directed the Registry to place it as Public Interest Litigation No. 5 of 2026. The matter was dismissed on 10 February 2026 on the merits of regulatory non-intervention. Chandrakant C. Shah's PIL No. 84 of 2024 was accompanied by Interim Application No. 1504 of 2025; Shah had earlier filed PIL No. 26 of 2025 raising identical issues, which was dismissed by the High Court on 17 April 2025 ('keeping the issue open'). The resulting Special Leave Petition No. 13341 of 2025 was dismissed by the Supreme Court on 14 July 2025. In Shah, the later Bench treated the prior PIL and SLP dismissals as barring re-agitation of the same issues and additionally faulted Shah for suppressing that adverse history. In Varun Dev Jha the prior order was merely a procedural conversion; consequently the dismissal order concentrated on the substantive Article 226 non-intervention doctrine.",KIMI_REVIEW_ACCEPTED,"[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]",kimi_run_000161,memory_0176,frontier_0176,operational_timeline_or_remedy,"[""date_sequence"", ""procedural_chain"", ""version_delta_with_consequence""]","[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]","[""clf-vqmbn29i8gjsiffrhxkojesw#0"", ""clf-vqmbn29i8gjsiffrhxkojesw#1"", ""clf-vqmbn29i8gjsiffrhxkojesw#4"", ""clf-ocu2grutg9debkskbmeoymtc#4"", ""clf-ocu2grutg9debkskbmeoymtc#7"", ""clf-ocu2grutg9debkskbmeoymtc#8"", ""clf-ocu2grutg9debkskbmeoymtc#9"", ""clf-ocu2grutg9debkskbmeoymtc#11"", ""clf-ocu2grutg9debkskbmeoymtc#13""]",accepted,Supported by cited chunks; procedural histories and their differing legal effect (conversion vs re-agitation bar) verified. Distinct procedural-chain/date-sequence target.
kimi_run_000161_q04,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000161,"Both PILs sought affirmative relief, but neither succeeded. What final directions, if any, did the court issue in Varun Dev Jha compared with Chandrakant Shah, and what administrative note appears only in the Shah order?","In Varun Dev Jha the court simply dismissed Public Interest Litigation No. 5 of 2026 and passed no further directions or costs order. In Chandrakant C. Shah the court dismissed PIL No. 84 of 2024 with no order as to costs, and since the PIL did not survive, the connected Interim Application No. 1504 of 2025 was disposed of. The Shah order additionally recorded the court's appreciation of the assistance rendered by the learned amicus curiae, Shri Abhishek Venkataraman. No amicus note was recorded in the Varun Dev Jha order.",KIMI_REVIEW_ACCEPTED,"[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]",kimi_run_000161,memory_0176,frontier_0176,negative_or_absence_check,"[""fake_negative_or_absence"", ""specific_axis_comparison""]","[""clf-vqmbn29i8gjsiffrhxkojesw"", ""clf-ocu2grutg9debkskbmeoymtc""]","[""clf-vqmbn29i8gjsiffrhxkojesw#4"", ""clf-ocu2grutg9debkskbmeoymtc#0"", ""clf-ocu2grutg9debkskbmeoymtc#4"", ""clf-ocu2grutg9debkskbmeoymtc#13""]",accepted,Supported by cited chunks; final dispositions and the Shah-only amicus-curiae note confirmed. Distinct negative-check/final-direction target.
kimi_run_000159_q01,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000159,"In April 2026 the Appellate Authority disposed of three first appeals under the RTI Act — Appeal Nos. 6807, 6808 and 6812. What was the central grievance raised in each appeal, what key factual finding led to the outcome in the first two, and why did the Authority reach a substantively different disposal in the third?","In Appeal Nos. 6807 (Dheeraj Dheeraj) and 6808 (Rakesh Hosmani) the appellants complained that the CPIO's reply, although uploaded to the RTI MIS portal on 17-18 March 2026, could not be opened because of technical issues affecting the portal on 17-18 March 2026. The Authority found the replies had been provided within time, were now viewable, and enclosed copies with the order; it therefore held nothing survived and disposed of both appeals as infructuous. In Appeal No. 6812 (Jagadish Vital) the appellant contested the substantive refusal of information across 13 queries about SMS Techsoft / MNCL recovery proceedings, internal file notes, auction details, settlement records and related matters. The Authority reviewed each cluster, upheld several exemptions and section 2(f) objections, but found that the CPIO had not justified the invocation of sections 8(1)(a), 8(1)(e), 8(1)(j) and 8(1)(g) for query nos. A1, A2, I(13) and B4. It remitted those four queries for de novo consideration within 15 working days and disposed of the rest of the appeal.",KIMI_REVIEW_ACCEPTED,"[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]",kimi_run_000159,memory_0174,frontier_0174,conditional_table_extraction,"[""parallel_case_comparison"", ""procedural_posture"", ""outcome_differentiation""]","[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]","[""clf-hzehxtdfgqz4hjydv5mspkji#0"", ""clf-hzehxtdfgqz4hjydv5mspkji#1"", ""clf-lmez8qd0xcg2rpnhdh8sm02o#0"", ""clf-lmez8qd0xcg2rpnhdh8sm02o#1"", ""clf-kylq5otmdxwoekrocbqey6e0#0"", ""clf-kylq5otmdxwoekrocbqey6e0#8"", ""clf-kylq5otmdxwoekrocbqey6e0#13"", ""clf-kylq5otmdxwoekrocbqey6e0#28""]",accepted,"Procedural comparison supported by all three orders. Portal-access/infructuous reasoning for 6807/6808 and substantive-remand reasoning for 6812 confirmed via cited chunks. Caveat: B4 was denied under 8(1)(e)/(g)/(j), not 8(1)(a); still functionally accurate."
kimi_run_000159_q02,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000159,"Appeal No. 6812 (Jagadish Vital) was partly remanded while Appeal Nos. 6807 and 6808 became infructuous. Which specific queries were sent back for de novo reconsideration, and what defect in the CPIO's reasoning made remand appropriate rather than dismissal?","The Authority remitted query nos. A1, A2, I(13) and B4 for de novo reconsideration. It held that the respondent had denied information under sections 8(1)(a), 8(1)(e), 8(1)(j) and 8(1)(g) of the RTI Act but had not provided sufficient justification for invoking those provisions against these particular queries, so the queries had not been adequately addressed. The Authority therefore remanded them to the respondent for reconsideration and a fresh response within 15 working days. In Appeal Nos. 6807 and 6808 no substantive exemption claim existed; the only dispute was whether a timely portal response could be opened during a two-day technical outage, so once the response was reproduced and confirmed viewable the appeals became infructuous.",KIMI_REVIEW_ACCEPTED,"[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]",kimi_run_000159,memory_0174,frontier_0174,applied_compliance_scenario,"[""remand_vs_dismissal"", ""statutory_invocation_review"", ""fake_negative_or_absence""]","[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]","[""clf-hzehxtdfgqz4hjydv5mspkji#0"", ""clf-lmez8qd0xcg2rpnhdh8sm02o#0"", ""clf-kylq5otmdxwoekrocbqey6e0#8"", ""clf-kylq5otmdxwoekrocbqey6e0#13"", ""clf-kylq5otmdxwoekrocbqey6e0#17"", ""clf-kylq5otmdxwoekrocbqey6e0#28""]",accepted,"Remitted queries (A1, A2, I(13), B4) and insufficient-justification defect confirmed in 6812. 6807/6808 provide necessary contrast to distinguish remand from infructuous disposal. Same caveat about conflated exemption sections for B4."
kimi_run_000159_q03,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000159,"Across the April 2026 RTI appeal orders in Appeal Nos. 6807, 6808 and 6812, the Authority dealt with both access-failure and substantive-refusal cases. In the substantive refusal case, which clusters of requested information did the Authority hold were already publicly accessible or governed by an alternative procedure, and what SEBI circulars did it identify for certified copies of orders?","In Jagadish Vital's appeal the Authority held that query B3 auction-related information, including the Sale Confirmation Order, Sale Certificate, reserve price and e-auction notice, was already in the public domain on SEBI's website; the purchaser's bank account statement/UTR/TRN details alone were treated as third-party personal information. It cited the CIC decision in S. Rudraprakash v. CPIO and the Delhi High Court decision in The Registrar, Supreme Court of India v. R.S. Misra for the principle that certified copies of already-public information need not be supplied under RTI. For queries D7 and E, it held that enforcement actions against SMS Techsoft / MNCL were already public on SEBI's website and that certified copies of SEBI orders had to be obtained through SEBI Circular No. CIR/LAD/1/2019 dated 4 April 2019 and SEBI Circular No. SEBI/HO/LAD1/LAD1_DoP3/P/CIR/2023/88 dated 13 June 2023, not through the RTI route. It also relied on the Delhi High Court in Registrar of Companies v. Dharmendra Kumar Garg and the CIC in K. Lall v. M.K. Bagri for the proposition that information in the public domain is not information held by the public authority for RTI purposes. These alternative-route and public-domain issues did not arise in Appeal Nos. 6807 and 6808, which concerned only portal accessibility of otherwise timely replies.",KIMI_REVIEW_ACCEPTED,"[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]",kimi_run_000159,memory_0174,frontier_0174,negative_or_absence_check,"[""public_domain_exclusion"", ""alternative_procedure_recognition"", ""parallel_case_comparison""]","[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]","[""clf-hzehxtdfgqz4hjydv5mspkji#0"", ""clf-lmez8qd0xcg2rpnhdh8sm02o#0"", ""clf-kylq5otmdxwoekrocbqey6e0#13"", ""clf-kylq5otmdxwoekrocbqey6e0#14"", ""clf-kylq5otmdxwoekrocbqey6e0#19"", ""clf-kylq5otmdxwoekrocbqey6e0#20"", ""clf-kylq5otmdxwoekrocbqey6e0#21""]",accepted,"Public-domain/alternative-route clusters (B3, D7, E) and the two SEBI certified-copy circulars supported by cited chunks. 6807/6808 are used for the negative check that these issues did not arise there."
kimi_run_000159_q04,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000159,"In Appeal No. 6812 the Authority refused to intervene over several queries it said were either not ""information"" as defined in section 2(f) of the RTI Act or fell squarely within specific exemptions. Which query clusters were those, and which precedent did it cite for treating the names, designations and signatures of SEBI officers as exempt?","The Authority held that queries C5, C6 and H12 were vague and not specific, essentially seeking clarification or opinion, and therefore not ""information"" as defined in section 2(f) of the RTI Act; it cited the CIC decision in T.V. Sundaresan v. CPIO, SEBI (24 November 2021). For queries F8, F9 and F10 it held that the appellant was seeking reasons or justifications for action or inaction, which were similarly not information under section 2(f); it cited Mahendra Kumar Mehta v. CPIO, SEBI (12 April 2021) and Dr. Celsa Pinto, Ex-Officio Joint Secretary (School Education) v. Goa State Information Commission (Bombay HC, 3 April 2008). For query G11, which sought the names, designations and signatures of officers who authorised recovery certificates, the Authority held the information to be personal information exempt under sections 8(1)(g) and 8(1)(j) of the RTI Act, citing H.E. Rajashekarappa v. State Public Information Officer (Karnataka HC, 1 July 2008) and Prerit Misra v. CPIO, SEBI (CIC, 21 November 2022). In Appeal Nos. 6807 and 6808 no such exemption or definitional analysis arose because the disputes were purely about portal accessibility.",KIMI_REVIEW_ACCEPTED,"[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]",kimi_run_000159,memory_0174,frontier_0174,applied_compliance_scenario,"[""section_2f_boundary"", ""exemption_cluster_identification"", ""precedent_matching""]","[""clf-hzehxtdfgqz4hjydv5mspkji"", ""clf-lmez8qd0xcg2rpnhdh8sm02o"", ""clf-kylq5otmdxwoekrocbqey6e0""]","[""clf-hzehxtdfgqz4hjydv5mspkji#0"", ""clf-lmez8qd0xcg2rpnhdh8sm02o#0"", ""clf-kylq5otmdxwoekrocbqey6e0#17"", ""clf-kylq5otmdxwoekrocbqey6e0#18"", ""clf-kylq5otmdxwoekrocbqey6e0#22"", ""clf-kylq5otmdxwoekrocbqey6e0#23"", ""clf-kylq5otmdxwoekrocbqey6e0#24"", ""clf-kylq5otmdxwoekrocbqey6e0#25"", ""clf-kylq5otmdxwoekrocbqey6e0#27""]",accepted,"Section 2(f) and exemption clusters (C5/C6/H12, F8/F9/F10, G11) with cited precedents (T.V. Sundaresan, Mahendra Kumar Mehta, Dr. Celsa Pinto, H.E. Rajashekarappa, Prerit Misra) confirmed. 6807/6808 confirm no such analysis in portal-access cases."
kimi_run_000164_q01,2026-08-10,Kimi+OpenCode,metadata knowledge graph,kimi_run_000164,"Three older prosecutions from the Mumbai SEBI Special Court—M'Belle International (Spl. Case 352/2014), Money Management Services (Spl. Case 239/2020) and B.L. Investment (Spl. Case 448/2014)—each resulted in a 2024-25 judgment. Without assuming the same offence, identify the charging provision used in each, the form of the accused entity, and the sentence finally imposed. Explain why the statutory section differs between M'Belle and the two sub-broker cases.","• M'Belle International Pvt Ltd and its directors were prosecuted under Section 24(2) read with Section 27 of the SEBI Act, 1992 for failure to pay a ₹1 crore penalty imposed by the adjudication order dated 30.06.2004. The company was struck off and not represented; directors Gopu Parimal Belani and Anupama Motwani were convicted and each sentenced to pay ₹1 crore, in default six months' simple imprisonment, and half the fine was directed to SEBI as compensation. Rita Motwani was acquitted. • Money Management Services was prosecuted under Section 24(1) of the SEBI Act, 1992 (along with Rule 3 of the SEBI (Stock Brokers and Sub-Brokers) Regulations, 1992 and Section 17/23(1)(g)-(h) of the SCRA, 1956) for acting as an unregistered sub-broker. The partnership, through its director/partner Paul Donald Moses, pleaded guilty and was convicted and fined ₹5,000. • B.L. Investment (proprietary concern of Bajranglal Indermal Goyal) was likewise prosecuted under Section 24(1) of the SEBI Act, 1992 for dealing in securities as an unregistered sub-broker. The proprietor pleaded guilty and was convicted and fined ₹25,000, in default one month's simple imprisonment, with the fine payable to SEBI as compensation. The statutory section differs because M'Belle concerned non-compliance with a prior monetary penalty/adjudication order (Section 24(2)), whereas Money Management and B.L. concerned the substantive offence of operating without registration as a sub-broker (Section 24(1)).",KIMI_REVIEW_ACCEPTED,"[""clf-ryfwmyktc5pd3jxtaji6tihc"", ""clf-zdxa3qdovbyozpuwvjqta55t"", ""clf-uwdezom4wk091gowzzirucz0""]",kimi_run_000164,memory_0179,frontier_0179,checklist_compliance_audit,"[""specific_axis_comparison"", ""statutory_citation_matching"", ""entity_disambiguation""]","[""clf-ryfwmyktc5pd3jxtaji6tihc"", ""clf-zdxa3qdovbyozpuwvjqta55t"", ""clf-uwdezom4wk091gowzzirucz0""]","[""clf-ryfwmyktc5pd3jxtaji6tihc#0"", ""clf-ryfwmyktc5pd3jxtaji6tihc#3"", ""clf-ryfwmyktc5pd3jxtaji6tihc#13"", ""clf-ryfwmyktc5pd3jxtaji6tihc#80"", ""clf-ryfwmyktc5pd3jxtaji6tihc#85"", ""clf-ryfwmyktc5pd3jxtaji6tihc#89"", ""clf-zdxa3qdovbyozpuwvjqta55t#0"", ""clf-zdxa3qdovbyozpuwvjqta55t#5"", ""clf-zdxa3qdovbyozpuwvjqta55t#8"", ""clf-uwdezom4wk091gowzzirucz0#0"", ""clf-uwdezom4wk091gowzzirucz0#2"", ""clf-uwdezom4wk091gowzzirucz0#4""]",accepted,"Cited chunks support all three cases' charges, entity forms, sentences and the Section 24(2) vs 24(1) distinction. All three seed documents are materially needed for the comparison."
